qd;quadrat;xl2e;yl2e;annee;nb_frenaie;volume17
0567-1788;MIREPOIX                                                    ;567000;1788000;;0;8,75276
0567-1804;PAYRA-SUR-L'HERS                                            ;567000;1804000;;0;58,6915
0567-1820;CASTELNAUDARY                                               ;567000;1820000;;0;5,48142
0567-1836;PUYLAURENS                                                  ;567000;1836000;;0;8,48769
0567-1852;SAINT-PAUL-CAP-DE-JOUX                                      ;567000;1852000;;0;38,4325
0567-1868;CADALEN                                                     ;567000;1868000;;1;17,7198
0567-1884;GAILLAC                                                     ;567000;1884000;;0;55,6012
0567-1900;CORDES-SUR-CIEL                                             ;567000;1900000;;0;46,9372
0567-1916;NAJAC                                                       ;567000;1916000;;0;40,3968
0567-1932;MARTIEL                                                     ;567000;1932000;;0;41,1982
0567-1948;CAJARC                                                      ;567000;1948000;;0;0
0567-1964;LIVERNON                                                    ;567000;1964000;;0;140,046
0567-1980;SAINT-CERE                                                  ;567000;1980000;;0;72,9053
0567-1996;MERCOEUR                                                    ;567000;1996000;;0;181,854
0567-2012;ARGENTAT                                                    ;567000;2012000;;0;220,269
0567-2028;LA ROCHE-CANILLAC                                           ;567000;2028000;;0;36,1994
0567-2044;CORREZE                                                     ;567000;2044000;;0;2,74071
0567-2060;BUGEAT                                                      ;567000;2060000;;0;0
0567-2076;TARNAC                                                      ;567000;2076000;;0;0
0567-2092;ROYERE-DE-VASSIVIERE                                        ;567000;2092000;2015;0;0
0567-2108;PONTARION                                                   ;567000;2108000;2015;0;27,7717
0567-2124;GUERET                                                      ;567000;2124000;2014;0;132,575
0567-2140;BONNAT                                                      ;567000;2140000;2015;0;488,28
0567-2156;AIGURANDE                                                   ;567000;2156000;2015;0;35,7836
0567-2172;LA CHATRE                                                   ;567000;2172000;;0;0
0567-2188;ARDENTES                                                    ;567000;2188000;2014;0;152,998
0567-2204;MARON                                                       ;567000;2204000;2014;0;76,8029
0567-2220;ISSOUDUN                                                    ;567000;2220000;2015;0;0
0567-2236;GRACAY                                                      ;567000;2236000;;0;1,67998
0567-2252;MENNETOU-SUR-CHER                                           ;567000;2252000;;0;127,444
0567-2268;LA FERTE-IMBAULT                                            ;567000;2268000;2015;1;166,208
0567-2284;NEUNG-SUR-BEUVRON                                           ;567000;2284000;;0;1,14946
0567-2300;LA FERTE-SAINT-AUBIN                                        ;567000;2300000;2015;0;18,4475
0567-2316;ORLEANS                                                     ;567000;2316000;2015;0;365,735
0567-2332;INGRE                                                       ;567000;2332000;2015;0;1,23788
0567-2348;ARTENAY                                                     ;567000;2348000;;0;0
0567-2364;FRESNAY-L'EVEQUE                                            ;567000;2364000;;0;0
0567-2380;SAINVILLE                                                   ;567000;2380000;2014;0;393,392
0567-2396;DOURDAN                                                     ;567000;2396000;2014;1;232,757
0567-2412;RAMBOUILLET                                                 ;567000;2412000;;0;307,632
0567-2428;PLAISIR                                                     ;567000;2428000;2013;1;562,746
0567-2444;AUBERGENVILLE                                               ;567000;2444000;;1;589,591
0567-2460;MAGNY-EN-VEXIN                                              ;567000;2460000;2012;0;340,395
0567-2476;CHAUMONT-EN-VEXIN                                           ;567000;2476000;;0;207,482
0567-2492;LE COUDRAY-SAINT-GERMER                                     ;567000;2492000;;0;406,07
0567-2508;SONGEONS                                                    ;567000;2508000;;0;124,644
0567-2524;POIX-DE-PICARDIE                                            ;567000;2524000;2011;0;137,857
0567-2540;HORNOY-LE-BOURG                                             ;567000;2540000;2011;0;175,838
0567-2556;HALLENCOURT                                                 ;567000;2556000;;1;174,183
0567-2572;ABBEVILLE                                                   ;567000;2572000;;0;180,928
0567-2588;CRECY-EN-PONTHIEU                                           ;567000;2588000;2010;0;19,9798
0567-2604;MONTREUIL                                                   ;567000;2604000;2010;0;246,732
0567-2620;HUCQUELIERS                                                 ;567000;2620000;2010;1;392,306
0567-2636;DESVRES                                                     ;567000;2636000;2010;0;725,714
0567-2652;GUINES                                                      ;567000;2652000;2010;1;489,221
0567-2668;CALAIS                                                      ;567000;2668000;;0;0
0583-1708;ERR                                                         ;583000;1708000;;0;31,0964
0583-1724;SAILLAGOUSE                                                 ;583000;1724000;;0;85,634
0583-1740;QUERIGUT                                                    ;583000;1740000;;0;59,0131
0583-1756;QUILLAN                                                     ;583000;1756000;;1;284,131
0583-1772;PUIVERT                                                     ;583000;1772000;;0;78,4427
0583-1788;ALAIGNE                                                     ;583000;1788000;;0;0
0583-1804;ALZONNE                                                     ;583000;1804000;;0;17,8596
0583-1820;SAISSAC                                                     ;583000;1820000;;0;428,192
0583-1836;DOURGNE                                                     ;583000;1836000;;0;0
0583-1852;LAUTREC                                                     ;583000;1852000;;0;0
0583-1868;REALMONT                                                    ;583000;1868000;;0;58,1511
0583-1884;ALBI                                                        ;583000;1884000;;0;168,856
0583-1900;MONESTIES                                                   ;583000;1900000;;0;520,937
0583-1916;LA SALVETAT-PEYRALES                                        ;583000;1916000;;0;182,076
0583-1932;VILLEFRANCHE-DE-ROUERGUE                                    ;583000;1932000;;0;0
0583-1948;CAPDENAC-GARE                                               ;583000;1948000;;0;171,932
0583-1964;FIGEAC                                                      ;583000;1964000;;0;209,674
